boroct2020,geoid,borough,nta,tract,risk_score,priority_score,archetype,units_res,at_risk_units,estimated_protected_units_per_1m,evictions,displacement_pressure_raw,market_heat_raw,stock_vuln_raw,early_risk_score
4103202,36081103202,Queens,Far Rockaway-Bayswater,1032.02,71.0,76.5,Preserve,3971,1034.0,47.0,129.0,32.48552002014606,52270.11634349031,78.07947019867561,74.2
3054200,36047054200,Brooklyn,Midwood,542,66.9,76.4,Preserve,1692,1092.0,50.0,23.0,13.59338061465721,50028.68971631206,95.35820895522397,70.1
3029800,36047029800,Brooklyn,Gravesend (West),298,86.1,76.4,Protect,1307,850.0,39.0,26.0,19.892884468247896,66175.83550114767,95.49887133182847,86.6
1001502,36061001502,Manhattan,Financial District-Battery Park City,15.02,19.2,76.3,Produce,6684,3793.0,174.0,0.0,0.0,153328.86490125672,92.73333333333358,20.9
3003400,36047003400,Brooklyn,Bay Ridge,34,69.8,76.3,Preserve,1445,1035.0,47.0,18.0,12.456747404844291,52799.08096885813,98.24070021881835,77.8
2011900,36005011900,Bronx,Longwood,119,75.0,76.3,Preserve,2511,972.0,44.0,186.0,74.07407407407408,38699.347272003186,84.57037037037048,75.3
4048400,36081048400,Queens,Hollis,484,63.2,76.2,Preserve,1545,1141.0,52.0,43.0,27.831715210355988,36142.271844660194,99.4354166666667,58.9
4005900,36081005900,Queens,Astoria (Central),59,61.8,76.2,Preserve,1971,1168.0,53.0,21.0,10.6544901065449,58891.312531709795,93.5251798561153,60.0
4015802,36081015802,Queens,South Ozone Park,158.02,80.2,76.1,Protect,1221,899.0,41.0,35.0,28.665028665028665,41085.847665847665,99.34472934472956,79.0
3006700,36047006700,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,67,50.9,76.1,Preserve,1456,1412.0,64.0,4.0,2.7472527472527473,215990.73557692306,121.88443396226398,50.1
3116800,36047116800,Brooklyn,Cypress Hills,1168,95.6,76.0,Protect,863,751.0,34.0,54.0,62.572421784472766,43548.56315179606,106.5037037037041,97.6
1028700,36061028700,Manhattan,Washington Heights (North),287,59.2,76.0,Preserve,1986,1206.0,55.0,79.0,39.77844914400806,34427.71903323263,94.03125,54.8
4023200,36081023200,Queens,Jamaica Hills-Briarwood,232,81.4,75.9,Preserve,1819,876.0,40.0,57.0,31.335898845519516,48018.29851566795,89.13995485327314,76.9
3074200,36047074200,Brooklyn,Flatlands,742,95.1,75.9,Protect,982,747.0,34.0,45.0,45.824847250509166,49789.826883910384,100.39014373716645,96.0
2024000,36005024000,Bronx,Pelham Parkway-Van Nest,240,73.9,75.9,Protect,1305,966.0,44.0,108.0,82.75862068965517,34044.48275862069,99.48131868131873,74.1
3037500,36047037500,Brooklyn,Bedford-Stuyvesant (East),375,92.0,75.8,Preserve,1667,770.0,35.0,64.0,38.39232153569286,71509.79784043191,88.19623655914006,91.1
3015500,36047015500,Brooklyn,Park Slope,155,46.0,75.8,Produce,1607,1540.0,70.0,2.0,1.2445550715619167,181034.52582451774,117.61386138613875,28.9
3028600,36047028600,Brooklyn,Bath Beach,286,71.7,75.7,Preserve,2147,987.0,45.0,118.0,54.96040987424313,37380.06101537029,88.09178743961365,66.3
3011901,36047011901,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,119.01,21.4,75.7,Produce,4100,3302.0,150.0,0.0,0.0,79844.36804878048,102.25414364640869,23.3
1020500,36061020500,Manhattan,Morningside Heights,205,45.5,75.6,Produce,1648,1549.0,70.0,4.0,2.4271844660194173,87608.82281553397,113.9375,45.6
1013604,36061013604,Manhattan,Upper East Side-Yorkville,136.04,24.6,75.6,Produce,3242,2869.0,130.0,0.0,0.0,138101.28716841456,107.61379310344842,27.2
4053100,36081053100,Queens,Maspeth,531,72.5,75.5,Protect,1290,971.0,44.0,27.0,20.930232558139533,41023.37209302326,99.9746621621623,76.7
4001000,36081001000,Queens,Woodhaven,10,77.5,75.5,Protect,998,906.0,41.0,28.0,28.0561122244489,38157.37975951904,109.85018726591761,80.9
2026602,36005026602,Bronx,Pelham Bay-Country Club-City Island,266.02,50.0,75.4,Preserve,2899,1395.0,63.0,119.0,41.048637461193515,33715.92480165575,89.13888888888869,50.2
1016002,36061016002,Manhattan,East Harlem (South),160.02,62.6,75.4,Protect,1360,1117.0,51.0,9.0,6.617647058823529,139720.9919117647,103.12195121951208,78.2
2028900,36005028900,Bronx,Kingsbridge-Marble Hill,289,49.7,75.4,Produce,2048,1409.0,64.0,79.0,38.57421875,32257.87548828125,96.9661016949151,49.2
3114400,36047114400,Brooklyn,East New York (North),1144,97.5,75.3,Protect,878,712.0,32.0,70.0,79.72665148063781,45990.13667425968,102.55434782608722,98.1
2006301,36005006301,Bronx,Concourse-Concourse Village,63.01,17.6,75.3,Produce,5348,3927.0,177.0,0.0,0.0,56117.87976813762,99.17000000000007,19.1
2023900,36005023900,Bronx,Fordham Heights,239,27.2,75.2,Produce,3046,2541.0,115.0,267.0,87.65594221930401,26005.814182534472,103.79487179487205,26.8
3048600,36047048600,Brooklyn,Kensington,486,87.9,75.2,Protect,929,784.0,35.0,17.0,18.29924650161464,59568.148546824545,104.530201342282,84.9
3017100,36047017100,Brooklyn,Windsor Terrace-South Slope,171,46.2,75.1,Produce,1771,1491.0,67.0,6.0,3.3879164313946926,82349.79672501412,104.38562091503286,66.1
3012100,36047012100,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,121,75.4,75.1,Protect,972,912.0,41.0,8.0,8.23045267489712,114296.32304526749,113.71755725190837,84.2
1008603,36061008603,Manhattan,East Midtown-Turtle Bay,86.03,23.4,75.0,Produce,3778,2896.0,130.0,0.0,0.0,170928.1993118052,100.6081081081079,25.7
1003001,36061003001,Manhattan,Lower East Side,30.01,24.9,75.0,Produce,3036,2743.0,123.0,0.0,0.0,133744.1600790514,109.49132947976886,27.3
2017300,36005017300,Bronx,Concourse-Concourse Village,173,57.7,75.0,Preserve,1907,1176.0,53.0,107.0,56.10907184058731,33157.45673833246,94.46564885496196,58.0
2021800,36005021800,Bronx,Soundview-Bruckner-Bronx River,218,40.5,74.9,Produce,2347,1666.0,75.0,283.0,120.57946314443971,28363.058372390286,98.00573065902563,40.9
1015301,36061015301,Manhattan,Upper West Side-Lincoln Square,153.01,27.8,74.9,Produce,2482,2435.0,109.0,0.0,0.0,203457.24657534246,125.37007874015762,29.8
3019300,36047019300,Brooklyn,Clinton Hill,193,64.2,74.8,Preserve,2920,1050.0,47.0,41.0,14.041095890410958,83750.29794520549,83.35185185185196,59.1
3053200,36047053200,Brooklyn,Midwood,532,88.3,74.8,Protect,994,764.0,34.0,22.0,22.132796780684103,55789.17102615694,100.68978102189794,82.3
2026701,36005026701,Bronx,Kingsbridge Heights-Van Cortlandt Village,267.01,57.5,74.7,Preserve,1407,1161.0,52.0,117.0,83.15565031982942,30775.45842217484,103.26666666666688,53.4
3039300,36047039300,Brooklyn,Bushwick (West),393,88.9,74.7,Preserve,1900,756.0,34.0,73.0,38.421052631578945,65251.92157894737,84.98694516971273,87.8
3012600,36047012600,Brooklyn,Bay Ridge,126,92.5,74.6,Protect,895,722.0,32.0,22.0,24.581005586592177,65551.44134078213,102.30496453900719,91.3
3027100,36047027100,Brooklyn,Bedford-Stuyvesant (East),271,91.8,74.6,Preserve,1825,723.0,32.0,81.0,44.38356164383562,78518.41041095891,84.9096774193547,87.2
3086200,36047086200,Brooklyn,East Flatbush-Rugby,862,79.5,74.6,Protect,1111,830.0,37.0,86.0,77.4077407740774,35392.736273627364,99.82183908046,80.1
4014000,36081014000,Queens,Kew Gardens,140,72.6,74.5,Preserve,1520,904.0,40.0,43.0,28.289473684210527,40093.66447368421,93.5867970660147,71.1
3091600,36047091600,Brooklyn,Brownsville,916,82.1,74.5,Preserve,2484,802.0,36.0,140.0,56.36070853462158,47947.44001610306,81.09366391184562,79.6
3003600,36047003600,Brooklyn,Bay Ridge,36,52.9,74.4,Preserve,1894,1239.0,55.0,18.0,9.503695881731785,47873.2206969377,95.63157894736833,63.7
3044400,36047044400,Brooklyn,Mapleton-Midwood (West),444,80.5,74.4,Protect,1226,815.0,36.0,19.0,15.497553017944535,66783.98368678629,95.9677419354839,82.7
3088600,36047088600,Brooklyn,East Flatbush-Remsen Village,886,70.5,74.3,Preserve,1739,930.0,41.0,148.0,85.1063829787234,35088.02760207016,91.2947368421053,70.0
1014900,36061014900,Manhattan,Upper West Side-Lincoln Square,149,42.4,74.3,Produce,4094,1541.0,69.0,23.0,5.617977528089887,220830.86345872006,84.05714285714271,47.4
4001400,36081001400,Queens,Woodhaven,14,61.9,74.2,Protect,1183,1052.0,47.0,30.0,25.359256128486898,35422.36770921386,108.20833333333371,56.8
2027700,36005027700,Bronx,Kingsbridge Heights-Van Cortlandt Village,277,39.8,74.2,Produce,1898,1635.0,73.0,99.0,52.16016859852476,28515.286617492096,105.95209580838309,38.8
3117000,36047117000,Brooklyn,Cypress Hills,1170,92.0,74.1,Protect,761,702.0,31.0,29.0,38.107752956636006,43403.77135348226,111.8839285714289,94.5
4029100,36081029100,Queens,Jackson Heights,291,60.2,74.1,Preserve,2404,1076.0,48.0,45.0,18.718801996672212,43846.76289517471,87.4813084112152,61.3
2039901,36005039901,Bronx,University Heights (North)-Fordham,399.01,51.6,74.1,Preserve,1872,1259.0,56.0,199.0,106.3034188034188,30307.942841880344,96.19008264462809,50.7
1027700,36061027700,Manhattan,Washington Heights (North),277,36.9,74.0,Produce,2074,1750.0,78.0,98.0,47.251687560270014,28257.569913211188,104.46428571428555,34.4
2024100,36005024100,Bronx,Mount Hope,241,31.6,74.0,Produce,2406,2044.0,91.0,262.0,108.89443059019119,26479.25187032419,104.9906542056076,32.0
3044500,36047044500,Brooklyn,Bushwick (West),445,72.5,73.9,Preserve,1786,890.0,39.0,26.0,14.557670772676373,69736.61198208286,89.92544987146516,74.0
3025901,36047025901,Brooklyn,Bedford-Stuyvesant (West),259.01,96.9,73.9,Protect,950,664.0,29.0,36.0,37.89473684210527,71820.77157894737,97.5151515151515,92.1
3005000,36047005000,Brooklyn,Bay Ridge,50,69.3,73.8,Protect,1126,924.0,41.0,11.0,9.769094138543517,59178.83658969805,103.09917355371931,79.3
3019000,36047019000,Brooklyn,Bensonhurst,190,77.9,73.8,Preserve,1623,821.0,36.0,32.0,19.716574245224894,56807.962415280344,90.1210191082805,72.2
1015602,36061015602,Manhattan,East Harlem (South),156.02,54.9,73.7,Preserve,1982,1164.0,51.0,16.0,8.072653884964682,66460.59535822402,93.33333333333371,71.0
4048100,36081048100,Queens,Elmhurst,481,75.3,73.7,Preserve,1863,849.0,38.0,53.0,28.448738593666132,44753.41599570585,87.96538461538489,74.9
3025600,36047025600,Brooklyn,Bensonhurst,256,80.4,73.7,Protect,1045,795.0,35.0,15.0,14.354066985645934,64107.670813397126,100.31578947368439,54.0
1013100,36061013100,Manhattan,Midtown-Times Square,131,70.4,73.6,Preserve,2864,901.0,40.0,46.0,16.06145251396648,170949.3310055866,80.65000000000009,68.4
3052700,36047052700,Brooklyn,Williamsburg,527,73.7,73.6,Preserve,2735,862.0,38.0,58.0,21.206581352833638,76929.24460694699,80.75704225352115,71.8
3087000,36047087000,Brooklyn,East Flatbush-Rugby,870,81.4,73.5,Protect,1129,778.0,34.0,83.0,73.51638618246236,36549.40655447298,97.01600000000008,81.2
3014000,36047014000,Brooklyn,Dyker Heights,140,90.5,73.5,Protect,860,701.0,31.0,24.0,27.906976744186046,50740.14651162791,102.82833787465961,88.4
3117602,36047117602,Brooklyn,Cypress Hills,1176.02,75.5,73.4,Protect,891,838.0,37.0,41.0,46.015712682379345,34614.1088664422,114.00546448087448,77.1
3023200,36047023200,Brooklyn,Borough Park,232,64.3,73.4,Preserve,1744,983.0,43.0,17.0,9.74770642201835,82494.58256880734,92.58480565371042,55.5
3055500,36047055500,Brooklyn,Williamsburg,555,54.7,73.3,Preserve,4742,1156.0,51.0,60.0,12.652889076339097,162660.0495571489,77.10344827586209,57.4
3081600,36047081600,Brooklyn,East Flatbush-Erasmus,816,82.4,73.3,Protect,946,766.0,34.0,51.0,53.911205073995774,36719.87315010571,102.44000000000005,80.7
2014300,36005014300,Bronx,Concourse-Concourse Village,143,97.4,73.2,Protect,1015,647.0,28.0,94.0,92.61083743842364,51161.1763546798,95.06896551724162,97.8
4056800,36081056800,Queens,Queens Village,568,81.2,73.2,Preserve,1475,770.0,34.0,72.0,48.813559322033896,40634.42033898305,90.80442374854488,84.1
4058100,36081058100,Queens,Ridgewood,581,77.1,73.2,Protect,1077,814.0,36.0,18.0,16.71309192200557,48358.56081708449,100.06609195402325,74.5
2007900,36005007900,Bronx,Melrose,79,52.6,73.1,Preserve,2783,1186.0,52.0,157.0,56.41394178943586,33855.93244699964,86.51999999999998,52.4
3028300,36047028300,Brooklyn,Bedford-Stuyvesant (East),283,87.8,73.1,Preserve,1633,709.0,31.0,62.0,37.96693202694428,55206.66258420086,86.94196428571445,90.3
3050801,36047050801,Brooklyn,Flatbush,508.01,60.7,73.0,Preserve,1538,1023.0,45.0,89.0,57.86736020806242,33292.841352405725,95.98214285714289,58.8
3015300,36047015300,Brooklyn,Park Slope,153,46.5,73.0,Monitor,1363,1339.0,59.0,2.0,1.467351430667645,163494.58694057228,125.96464646464642,29.0
3011700,36047011700,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,117,47.4,72.9,Produce,1483,1307.0,57.0,5.0,3.3715441672285906,95378.87188132164,107.50280898876395,48.4
3025100,36047025100,Brooklyn,Bedford-Stuyvesant (West),251,89.3,72.9,Preserve,1639,693.0,30.0,61.0,37.21781574130567,66307.2178157413,86.34364261168389,86.4
4071100,36081071100,Queens,Forest Hills,711,54.2,72.8,Preserve,3162,1140.0,50.0,40.0,12.65022137887413,56962.16540164453,83.4187817258885,47.0
3075000,36047075000,Brooklyn,Midwood,750,91.2,72.8,Protect,946,678.0,30.0,27.0,28.54122621564482,55078.63636363636,98.25784753363246,95.0
2041400,36005041400,Bronx,Wakefield-Woodlawn,414,67.3,72.8,Preserve,2136,920.0,40.0,162.0,75.84269662921349,35976.58707865168,86.82595419847326,67.5
1010400,36061010400,Manhattan,Midtown-Times Square,104,63.4,72.7,Preserve,1478,972.0,42.0,11.0,7.442489851150203,325890.5182679296,95.75,71.7
4071306,36081071306,Queens,Forest Hills,713.06,69.1,72.7,Preserve,3182,893.0,39.0,94.0,29.5411690760528,51058.12130735387,78.93133047210313,64.3
3119200,36047119200,Brooklyn,East New York (North),1192,91.3,72.6,Preserve,1495,673.0,29.0,113.0,75.58528428093646,49177.073578595315,87.64146341463447,91.7
4007100,36081007100,Queens,Astoria (Central),71,64.8,72.6,Preserve,2162,950.0,41.0,29.0,13.41350601295097,66928.84042553192,87.14525139664806,49.4
3008400,36047008400,Brooklyn,Sunset Park (West),84,64.1,72.5,Protect,1062,955.0,42.0,8.0,7.532956685499058,68112.30979284369,109.14285714285711,68.8
4024900,36081024900,Queens,Woodside,249,63.7,72.5,Preserve,2371,959.0,42.0,54.0,22.775200337410375,44343.54365246731,85.18715083798884,51.6
3037100,36047037100,Brooklyn,Ocean Hill,371,84.7,72.4,Preserve,1779,722.0,31.0,108.0,60.70826306913996,44697.652613827995,85.40293040293045,86.2
2041800,36005041800,Bronx,Wakefield-Woodlawn,418,58.1,72.4,Protect,1371,1048.0,46.0,106.0,77.31582786287382,31394.332603938732,100.50333333333356,59.5
2005600,36005005600,Bronx,Soundview-Bruckner-Bronx River,56,79.4,72.3,Protect,967,767.0,33.0,77.0,79.62771458117889,34990.299896587385,101.66111111111127,79.7
1030700,36061030700,Manhattan,Inwood,307,62.2,72.3,Preserve,1898,979.0,42.0,30.0,15.806111696522656,46553.37723919916,90.59615384615404,58.4
2026900,36005026900,Bronx,University Heights (North)-Fordham,269,62.3,72.3,Preserve,1862,976.0,42.0,100.0,53.70569280343717,34814.0977443609,90.8936170212769,60.7
4004200,36081004200,Queens,Ozone Park (North),42,68.8,72.2,Protect,1138,881.0,38.0,40.0,35.149384885764505,35466.93848857645,100.97201492537329,70.5
3028100,36047028100,Brooklyn,Bedford-Stuyvesant (East),281,87.1,72.2,Preserve,2022,697.0,30.0,84.0,41.54302670623145,61431.14391691395,82.53571428571445,85.4
3074000,36047074000,Brooklyn,Flatlands,740,72.7,72.1,Protect,1040,832.0,36.0,60.0,57.69230769230769,34283.04807692308,101.9327731092435,71.9
4001800,36081001800,Queens,Woodhaven,18,77.4,72.1,Protect,894,782.0,34.0,30.0,33.557046979865774,36933.523489932886,106.8547008547007,70.2
3076600,36047076600,Brooklyn,Flatbush,766,91.5,72.0,Protect,758,661.0,29.0,47.0,62.00527704485488,39920.936675461744,106.57943925233644,92.2
3011000,36047011000,Brooklyn,Sunset Park (East)-Borough Park (West),110,94.0,72.0,Protect,732,643.0,28.0,18.0,24.59016393442623,66798.20218579235,107.2782608695652,84.9
1004001,36061004001,Manhattan,East Village,40.01,26.1,71.9,Produce,2410,2308.0,100.0,0.0,0.0,137473.20788381743,117.58992805755406,28.2
1004002,36061004002,Manhattan,East Village,40.02,26.8,71.9,Produce,2329,2249.0,97.0,0.0,0.0,159039.8321167883,120.33587786259568,28.6
2020400,36005020400,Bronx,Westchester Square,204,92.7,71.9,Protect,1110,650.0,28.0,74.0,66.66666666666667,46522.43243243243,93.27304964539007,92.8
3021200,36047021200,Brooklyn,Dyker Heights,212,71.3,71.8,Protect,1398,841.0,36.0,19.0,13.590844062947067,57681.79542203147,93.90582959641279,70.4
2043400,36005043400,Bronx,Wakefield-Woodlawn,434,83.7,71.8,Preserve,1623,720.0,31.0,132.0,81.33086876155268,40706.432532347506,87.29222520107237,83.2
3048000,36047048000,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,480,78.1,71.7,Protect,1180,768.0,33.0,19.0,16.101694915254235,55946.23728813559,95.5,83.9
2006200,36005006200,Bronx,Soundview-Bruckner-Bronx River,62,48.8,71.7,Produce,2345,1222.0,53.0,148.0,63.11300639658848,31853.565031982944,90.79194630872485,49.6
3117601,36047117601,Brooklyn,Cypress Hills,1176.01,86.8,71.6,Protect,740,685.0,29.0,39.0,52.70270270270271,37397.35135135135,112.20270270270271,89.4
4077500,36081077500,Queens,Kew Gardens,775,83.7,71.6,Protect,1004,709.0,30.0,20.0,19.9203187250996,53867.03486055777,97.82278481012645,75.6
2030000,36005030000,Bronx,Pelham Bay-Country Club-City Island,300,59.0,71.5,Preserve,2829,1005.0,43.0,115.0,40.65040650406504,37414.33651466949,83.14364640883991,56.3
2022200,36005022200,Bronx,Parkchester,222,82.1,71.5,Protect,1346,722.0,31.0,96.0,71.32243684992571,38981.16641901932,91.33492822966514,81.7
3049800,36047049800,Brooklyn,Kensington,498,54.0,71.4,Preserve,1636,1096.0,47.0,18.0,11.002444987775062,44327.01833740831,96.07868020304568,50.0
3036700,36047036700,Brooklyn,Ocean Hill,367,98.6,71.4,Protect,689,598.0,26.0,53.0,76.92307692307693,49056.07111756168,106.29411764705878,98.9
2022701,36005022701,Bronx,Mount Hope,227.01,53.6,71.4,Preserve,2275,1099.0,47.0,234.0,102.85714285714286,32349.863736263735,89.17333333333363,52.8
3022600,36047022600,Brooklyn,Borough Park,226,95.1,71.3,Protect,709,619.0,26.0,19.0,26.798307475317348,67960.65162200283,106.60576923076928,95.6
1007400,36061007400,Manhattan,Midtown South-Flatiron-Union Square,74,42.5,71.3,Produce,4201,1385.0,59.0,27.0,6.427041180671268,198876.26612711258,81.36764705882365,44.4
3041300,36047041300,Brooklyn,Bushwick (East),413,85.1,71.2,Protect,1397,690.0,29.0,48.0,34.35934144595562,49667.01288475304,89.71459227467835,87.5
1009200,36061009200,Manhattan,East Midtown-Turtle Bay,92,62.6,71.2,Preserve,1589,938.0,40.0,13.0,8.18124606670862,142249.58401510384,93.44000000000005,73.8
4010600,36081010600,Queens,South Ozone Park,106,86.0,71.1,Protect,861,681.0,29.0,33.0,38.32752613240418,40211.82229965157,101.58134490238649,84.4
3040100,36047040100,Brooklyn,Bushwick (East),401,88.0,71.1,Preserve,1473,666.0,28.0,69.0,46.84317718940937,49911.841140529534,87.75728155339789,85.7
4009100,36081009100,Queens,Old Astoria-Hallets Point,91,73.8,71.0,Protect,1279,791.0,34.0,19.0,14.855355746677093,55362.61376075059,94.49777777777763,59.9
3087200,36047087200,Brooklyn,East Flatbush-Rugby,872,82.4,71.0,Protect,1010,709.0,30.0,59.0,58.41584158415842,37402.78217821782,97.62295081967204,83.4
4115900,36081115900,Queens,Murray Hill-Broadway Flushing,1159,83.5,71.0,Preserve,1422,699.0,30.0,39.0,27.426160337552744,54861.08790436006,89.63383838383834,88.8
3041500,36047041500,Brooklyn,Bushwick (East),415,88.5,70.9,Preserve,1495,659.0,28.0,54.0,36.12040133779264,58889.232775919736,87.24000000000001,85.3
3027200,36047027200,Brooklyn,Bensonhurst,272,61.5,70.9,Protect,1224,949.0,40.0,11.0,8.986928104575163,54939.098039215685,101.09779179810721,61.7
4076901,36081076901,Queens,Forest Hills,769.01,47.6,70.8,Produce,2265,1224.0,52.0,17.0,7.50551876379691,57373.920529801326,91.60487804878039,41.2
3058000,36047058000,Brooklyn,Madison,580,79.9,70.8,Protect,1268,728.0,31.0,33.0,26.025236593059937,46948.84384858044,92.96417910447758,84.8
4014900,36081014900,Queens,Astoria (East)-Woodside (North),149,69.4,70.7,Protect,1062,836.0,35.0,9.0,8.474576271186441,84782.25988700565,101.48235294117649,68.0
3018501,36047018501,Brooklyn,Fort Greene,185.01,88.6,70.7,Protect,1327,655.0,28.0,59.0,44.46119065561417,49162.52599849284,89.70909090909117,89.0
4018502,36081018502,Queens,Sunnyside,185.02,63.1,70.6,Preserve,1599,919.0,39.0,18.0,11.25703564727955,58391.687304565356,92.98550724637676,72.4
3005900,36047005900,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,59,98.2,70.6,Protect,736,590.0,25.0,25.0,33.96739130434782,95086.94972826086,102.15757575757607,99.2
1003100,36061003100,Manhattan,Tribeca-Civic Center,31,65.8,70.5,Protect,1212,875.0,37.0,9.0,7.425742574257425,221645.55528052806,98.43478260869551,74.8
4026901,36081026901,Queens,Elmhurst,269.01,82.1,70.5,Preserve,1573,699.0,30.0,56.0,35.60076287349015,47954.16910362365,87.34868421052647,82.6
5008100,36085008100,Staten Island,St. George-New Brighton,81,56.5,70.5,Preserve,1730,1024.0,43.0,68.0,39.30635838150289,34171.57803468208,93.4993788819877,54.9
4009400,36081009400,Queens,South Ozone Park,94,81.3,70.4,Protect,846,704.0,30.0,27.0,31.914893617021274,39466.17021276596,103.73464912280724,76.0
3118400,36047118400,Brooklyn,Cypress Hills,1184,44.5,70.4,Monitor,1355,1282.0,54.0,46.0,33.94833948339483,30084.774907749077,114.73809523809518,44.6
3041200,36047041200,Brooklyn,Gravesend (West),412,69.7,70.3,Protect,1130,813.0,34.0,12.0,10.619469026548673,64273.44336283186,98.37845303867402,66.0
4073700,36081073700,Queens,Forest Hills,737,64.9,70.3,Protect,1211,874.0,37.0,10.0,8.257638315441783,80371.29644921553,98.4219653179191,52.5
1008200,36061008200,Manhattan,Midtown-Times Square,82,47.3,70.2,Produce,2639,1198.0,50.0,17.0,6.441834028040924,141527.2148541114,87.88888888888869,47.7
3052800,36047052800,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,528,89.3,70.2,Protect,680,634.0,27.0,12.0,17.647058823529413,65053.58823529412,112.91923076923081,92.4
2040502,36005040502,Bronx,Bedford Park,405.02,28.8,70.1,Produce,2580,1959.0,82.0,319.0,123.64341085271317,26247.03488372093,100.27188940092151,28.7
2041500,36005041500,Bronx,Bedford Park,415,34.4,70.1,Produce,2526,1637.0,69.0,219.0,86.69833729216151,27819.9406175772,95.4652777777776,34.8
2021700,36005021700,Bronx,University Heights (South)-Morris Heights,217,47.0,70.1,Produce,2740,1196.0,50.0,198.0,72.26277372262774,31994.879562043796,87.06818181818198,48.1
2023301,36005023301,Bronx,Mount Hope,233.01,57.8,70.0,Preserve,2173,970.0,41.0,135.0,62.1260929590428,34442.278416935114,87.45000000000005,57.2
2023302,36005023302,Bronx,Mount Hope,233.02,51.6,70.0,Protect,1232,1082.0,45.0,100.0,81.16883116883116,29690.430194805194,107.2786885245905,51.8
3020800,36047020800,Brooklyn,Dyker Heights,208,67.3,69.9,Protect,1069,830.0,35.0,13.0,12.160898035547241,48619.59588400374,101.10313901345285,65.3
3022800,36047022800,Brooklyn,Borough Park,228,85.2,69.9,Protect,841,655.0,27.0,13.0,15.457788347205707,71602.7966706302,101.17509727626475,92.9
3011800,36047011800,Brooklyn,Sunset Park (Central),118,98.6,69.8,Protect,676,565.0,24.0,26.0,38.46153846153847,72378.42603550295,103.93589743589769,96.3
3043800,36047043800,Brooklyn,Mapleton-Midwood (West),438,90.2,69.8,Protect,1028,618.0,26.0,30.0,29.182879377431906,60494.58560311284,93.90366972477091,81.2
2007000,36005007000,Bronx,Soundview-Bruckner-Bronx River,70,92.2,69.7,Preserve,1446,604.0,25.0,92.0,63.6237897648686,56462.51037344398,86.03516483516478,92.6
3021100,36047021100,Brooklyn,Fort Greene,211,87.3,69.7,Preserve,1710,638.0,27.0,51.0,29.82456140350877,106218.77719298245,83.96449704141992,89.1
3044700,36047044700,Brooklyn,Bushwick (West),447,86.6,69.6,Protect,872,643.0,27.0,15.0,17.201834862385322,73419.25458715597,99.3577235772359,92.0
3117202,36047117202,Brooklyn,Cypress Hills,1172.02,54.2,69.6,Protect,1118,1025.0,43.0,67.0,59.92844364937388,30367.27191413238,111.07327586206884,54.2
1015401,36061015401,Manhattan,Upper East Side-Yorkville,154.01,22.3,69.6,Produce,3177,2481.0,104.0,0.0,0.0,108612.26030846711,101.2222222222224,24.4
4015100,36081015100,Queens,Astoria (East)-Woodside (North),151,77.0,69.5,Protect,1241,718.0,30.0,20.0,16.116035455278,59125.21837228042,93.04658385093171,74.6
4000400,36081000400,Queens,Woodhaven,4,50.5,69.5,Protect,1245,1095.0,46.0,25.0,20.080321285140563,34419.301204819276,107.30194319880411,58.8
3022400,36047022400,Brooklyn,Borough Park,224,58.3,69.4,Preserve,1600,946.0,39.0,14.0,8.75,65990.610625,93.48430493273554,64.8
3042400,36047042400,Brooklyn,Gravesend (West),424,64.7,69.4,Protect,1383,851.0,35.0,20.0,14.461315979754158,47260.19595083153,94.44871794871801,69.2
4010400,36081010400,Queens,South Ozone Park,104,79.5,69.3,Protect,891,693.0,29.0,31.0,34.79236812570146,38540.0,101.14076782449729,80.6
1020300,36061020300,Manhattan,Morningside Heights,203,57.3,69.3,Protect,1134,959.0,40.0,11.0,9.700176366843033,44959.920634920636,104.66666666666674,66.8
3006300,36047006300,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,63,59.9,69.2,Protect,992,912.0,38.0,5.0,5.040322580645161,217732.4818548387,111.43055555555566,59.4
1008400,36061008400,Manhattan,Midtown-Times Square,84,70.9,69.2,Preserve,1443,775.0,32.0,15.0,10.395010395010395,254799.6437976438,91.34482758620675,79.2
3088800,36047088800,Brooklyn,East Flatbush-Remsen Village,888,60.1,69.2,Preserve,1422,911.0,38.0,98.0,68.91701828410689,32864.0717299578,95.16246498599435,59.6
3043200,36047043200,Brooklyn,Bensonhurst,432,70.3,69.1,Preserve,1461,775.0,32.0,32.0,21.90280629705681,44434.310061601645,91.10169491525448,71.9
4005500,36081005500,Queens,Queensbridge-Ravenswood-Dutch Kills,55,82.2,69.1,Protect,890,664.0,28.0,12.0,13.483146067415731,90698.25842696629,99.7524752475249,84.0
3055200,36047055200,Brooklyn,Madison,552,71.2,69.0,Preserve,1590,764.0,32.0,39.0,24.528301886792455,44200.303144654084,89.1081081081079,58.1
